      7599
    0.000000000000000e+00     0.000000000000000e+00     1.750000000000000e+00
    7.070707070707072e-02     0.000000000000000e+00     1.750000000000000e+00
    1.414141414141414e-01     0.000000000000000e+00     1.750000000000000e+00
    2.121212121212121e-01     0.000000000000000e+00     1.750000000000000e+00
    2.828282828282829e-01     0.000000000000000e+00     1.750000000000000e+00
    3.535353535353535e-01     0.000000000000000e+00     1.750000000000000e+00
    4.242424242424243e-01     0.000000000000000e+00     1.750000000000000e+00
    4.949494949494949e-01     0.000000000000000e+00     1.750000000000000e+00
    5.656565656565657e-01     0.000000000000000e+00     1.750000000000000e+00
    6.363636363636364e-01     0.000000000000000e+00     1.750000000000000e+00
    7.070707070707071e-01     0.000000000000000e+00     1.750000000000000e+00
    7.777777777777777e-01     0.000000000000000e+00     1.750000000000000e+00
    8.484848484848485e-01     0.000000000000000e+00     1.750000000000000e+00
    9.191919191919193e-01     0.000000000000000e+00     1.750000000000000e+00
    9.898989898989898e-01     0.000000000000000e+00     1.750000000000000e+00
    1.060606060606061e+00     0.000000000000000e+00     1.750000000000000e+00
    1.131313131313131e+00     0.000000000000000e+00     1.750000000000000e+00
    1.202020202020202e+00     0.000000000000000e+00     1.750000000000000e+00
    1.272727272727273e+00     0.000000000000000e+00     1.750000000000000e+00
    1.343434343434343e+00     0.000000000000000e+00     1.750000000000000e+00
    1.414141414141414e+00     0.000000000000000e+00     1.750000000000000e+00
    1.484848484848485e+00     0.000000000000000e+00     1.750000000000000e+00
    1.555555555555555e+00     0.000000000000000e+00     1.750000000000000e+00
    1.626262626262626e+00     0.000000000000000e+00     1.750000000000000e+00
    1.696969696969697e+00     0.000000000000000e+00     1.750000000000000e+00
    1.767676767676768e+00     0.000000000000000e+00     1.750000000000000e+00
    1.838383838383839e+00     0.000000000000000e+00     1.750000000000000e+00
    1.909090909090909e+00     0.000000000000000e+00     1.750000000000000e+00
    1.979797979797980e+00     0.000000000000000e+00     1.750000000000000e+00
    2.050505050505051e+00     0.000000000000000e+00     1.750000000000000e+00
    2.121212121212121e+00     0.000000000000000e+00     1.750000000000000e+00
    2.191919191919192e+00     0.000000000000000e+00     1.750000000000000e+00
    2.262626262626263e+00     0.000000000000000e+00     1.750000000000000e+00
    2.333333333333333e+00     0.000000000000000e+00     1.750000000000000e+00
    2.404040404040404e+00     0.000000000000000e+00     1.750000000000000e+00
    2.474747474747475e+00     0.000000000000000e+00     1.750000000000000e+00
    2.545454545454545e+00     0.000000000000000e+00     1.750000000000000e+00
    2.616161616161616e+00     0.000000000000000e+00     1.750000000000000e+00
    2.686868686868687e+00     0.000000000000000e+00     1.750000000000000e+00
    2.757575757575757e+00     0.000000000000000e+00     1.750000000000000e+00
    2.828282828282828e+00     0.000000000000000e+00     1.750000000000000e+00
    2.898989898989899e+00     0.000000000000000e+00     1.750000000000000e+00
    2.969696969696970e+00     0.000000000000000e+00     1.750000000000000e+00
    3.040404040404041e+00     0.000000000000000e+00     1.750000000000000e+00
    3.111111111111111e+00     0.000000000000000e+00     1.750000000000000e+00
    3.181818181818182e+00     0.000000000000000e+00     1.750000000000000e+00
    3.252525252525253e+00     0.000000000000000e+00     1.750000000000000e+00
    3.323232323232323e+00     0.000000000000000e+00     1.750000000000000e+00
    3.393939393939394e+00     0.000000000000000e+00     1.750000000000000e+00
    3.464646464646465e+00     0.000000000000000e+00     1.750000000000000e+00
    3.535353535353535e+00     0.000000000000000e+00     1.750000000000000e+00
    3.606060606060606e+00     0.000000000000000e+00     1.750000000000000e+00
    3.676767676767677e+00     0.000000000000000e+00     1.750000000000000e+00
    3.747474747474747e+00     0.000000000000000e+00     1.750000000000000e+00
    3.818181818181818e+00     0.000000000000000e+00     1.750000000000000e+00
    3.888888888888889e+00     0.000000000000000e+00     1.750000000000000e+00
    3.959595959595959e+00     0.000000000000000e+00     1.750000000000000e+00
    4.030303030303030e+00     0.000000000000000e+00     1.750000000000000e+00
    4.101010101010101e+00     0.000000000000000e+00     1.750000000000000e+00
    4.171717171717171e+00     0.000000000000000e+00     1.750000000000000e+00
    4.242424242424242e+00     0.000000000000000e+00     1.750000000000000e+00
    4.313131313131313e+00     0.000000000000000e+00     1.750000000000000e+00
    4.383838383838384e+00     0.000000000000000e+00     1.750000000000000e+00
    4.454545454545454e+00     0.000000000000000e+00     1.750000000000000e+00
    4.525252525252526e+00     0.000000000000000e+00     1.750000000000000e+00
    4.595959595959596e+00     0.000000000000000e+00     1.750000000000000e+00
    4.666666666666666e+00     0.000000000000000e+00     1.750000000000000e+00
    4.737373737373738e+00     0.000000000000000e+00     1.750000000000000e+00
    4.808080808080808e+00     0.000000000000000e+00     1.750000000000000e+00
    4.878787878787879e+00     0.000000000000000e+00     1.750000000000000e+00
    4.949494949494950e+00     0.000000000000000e+00     1.750000000000000e+00
    5.020202020202020e+00     0.000000000000000e+00     1.750000000000000e+00
    5.090909090909091e+00     0.000000000000000e+00     1.750000000000000e+00
    5.161616161616162e+00     0.000000000000000e+00     1.750000000000000e+00
    5.232323232323233e+00     0.000000000000000e+00     1.750000000000000e+00
    5.303030303030303e+00     0.000000000000000e+00     1.750000000000000e+00
    5.373737373737374e+00     0.000000000000000e+00     1.750000000000000e+00
    5.444444444444445e+00     0.000000000000000e+00     1.750000000000000e+00
    5.515151515151515e+00     0.000000000000000e+00     1.750000000000000e+00
    5.585858585858587e+00     0.000000000000000e+00     1.750000000000000e+00
    5.656565656565657e+00     0.000000000000000e+00     1.750000000000000e+00
    5.727272727272728e+00     0.000000000000000e+00     1.750000000000000e+00
    5.797979797979798e+00     0.000000000000000e+00     1.750000000000000e+00
    5.868686868686869e+00     0.000000000000000e+00     1.750000000000000e+00
    5.939393939393939e+00     0.000000000000000e+00     1.750000000000000e+00
    6.010101010101010e+00     0.000000000000000e+00     1.750000000000000e+00
    6.080808080808081e+00     0.000000000000000e+00     1.750000000000000e+00
    6.151515151515151e+00     0.000000000000000e+00     1.750000000000000e+00
    6.222222222222221e+00     0.000000000000000e+00     1.750000000000000e+00
    6.292929292929293e+00     0.000000000000000e+00     1.750000000000000e+00
    6.363636363636363e+00     0.000000000000000e+00     1.750000000000000e+00
    6.434343434343434e+00     0.000000000000000e+00     1.750000000000000e+00
    6.505050505050505e+00     0.000000000000000e+00     1.750000000000000e+00
    6.575757575757576e+00     0.000000000000000e+00     1.750000000000000e+00
    6.646464646464646e+00     0.000000000000000e+00     1.750000000000000e+00
    6.717171717171717e+00     0.000000000000000e+00     1.750000000000000e+00
    6.787878787878788e+00     0.000000000000000e+00     1.750000000000000e+00
    6.858585858585858e+00     0.000000000000000e+00     1.750000000000000e+00
